sample,aveVote,count
sub-557806_ses-15mo_task-rest_run-02_desc-TaskInT2,1,1
sub-564264_ses-20mo_T1-Axial-BasalGangila-Putamen,0.8,5
sub-564264_ses-20mo_T1-Axial-SuperiorFrontal,0.25,4
sub-564264_ses-20mo_T1-Coronal-Caudate-Amygdala,0.5,4
sub-564264_ses-20mo_T1-Coronal-OrbitoFrontal,1,4
sub-564264_ses-20mo_T1-Coronal-PosteriorParietal-Lingual,0.5,4
sub-564264_ses-20mo_T1-Sagittal-CorpusCallosum,0.25,4
sub-564264_ses-20mo_T1-Sagittal-Insula-FrontoTemporal,0.5,4
sub-564264_ses-20mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,0.75,4
sub-564264_ses-20mo_T2-Axial-BasalGangila-Putamen,0.75,4
sub-564264_ses-20mo_T2-Axial-SuperiorFrontal,0.25,4
sub-564264_ses-20mo_T2-Coronal-Caudate-Amygdala,0.75,4
sub-564264_ses-20mo_T2-Coronal-OrbitoFrontal,1,4
sub-564264_ses-20mo_T2-Sagittal-CorpusCallosum,0.25,4
sub-564264_ses-20mo_T2-Sagittal-Insula-FrontoTemporal,0.25,4
sub-564264_ses-20mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,0.75,4
sub-564264_ses-20mo_desc-AtlasInT1w,1,4
sub-564264_ses-20mo_desc-T1wInAtlas,1,4
sub-564264_ses-20mo_task-rest_run-01_desc-T1InTask,1,4
sub-564264_ses-20mo_task-rest_run-01_desc-T2InTask,1,4
sub-564264_ses-20mo_task-rest_run-01_desc-TaskInT1,1,4
sub-564264_ses-20mo_task-rest_run-01_desc-TaskInT2,1,4
sub-564264_ses-20mo_task-rest_run-02_desc-T1InTask,1,5
sub-564264_ses-20mo_task-rest_run-02_desc-T2InTask,1,4
sub-564264_ses-20mo_task-rest_run-02_desc-TaskInT1,1,4
sub-564264_ses-20mo_task-rest_run-02_desc-TaskInT2,1,4
sub-564264_ses-20mo_task-rest_run-03_desc-T1InTask,1,4
sub-564264_ses-20mo_task-rest_run-03_desc-T2InTask,1,4
sub-564264_ses-20mo_task-rest_run-03_desc-TaskInT1,1,4
sub-564264_ses-20mo_task-rest_run-03_desc-TaskInT2,1,5
sub-564264_ses-20mo_task-rest_run-04_desc-T1InTask,1,4
sub-564264_ses-20mo_task-rest_run-04_desc-T2InTask,1,4
sub-564264_ses-20mo_task-rest_run-04_desc-TaskInT1,0.75,4
sub-564264_ses-20mo_task-rest_run-04_desc-TaskInT2,1,4
sub-569511_ses-15mo_T1-Axial-BasalGangila-Putamen,1,1
sub-569511_ses-15mo_T1-Coronal-Caudate-Amygdala,1,1
sub-569511_ses-15mo_T1-Coronal-PosteriorParietal-Lingual,1,1
sub-569511_ses-15mo_T1-Sagittal-Insula-FrontoTemporal,0,1
sub-569511_ses-15mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-569511_ses-15mo_T2-Axial-BasalGangila-Putamen,1,1
sub-569511_ses-15mo_T2-Coronal-Caudate-Amygdala,1,1
sub-569511_ses-15mo_T2-Sagittal-CorpusCallosum,1,1
sub-569511_ses-15mo_desc-T1wInAtlas,0,1
sub-569511_ses-15mo_task-rest_run-01_desc-T1InTask,0,1
sub-569511_ses-15mo_task-rest_run-01_desc-TaskInT1,1,1
sub-569511_ses-15mo_task-rest_run-01_desc-TaskInT2,1,1
sub-569511_ses-15mo_task-rest_run-02_desc-T1InTask,1,1
sub-569511_ses-15mo_task-rest_run-02_desc-T2InTask,1,1
sub-569511_ses-15mo_task-rest_run-02_desc-TaskInT1,1,1
sub-569511_ses-15mo_task-rest_run-02_desc-TaskInT2,1,1
sub-569511_ses-15mo_task-rest_run-03_desc-T2InTask,1,1
sub-569511_ses-15mo_task-rest_run-03_desc-TaskInT1,1,1
sub-569511_ses-15mo_task-rest_run-03_desc-TaskInT2,1,1
sub-576112_ses-24mo_T1-Axial-BasalGangila-Putamen,1,4
sub-576112_ses-24mo_T1-Axial-SuperiorFrontal,0.25,4
sub-576112_ses-24mo_T1-Coronal-Caudate-Amygdala,1,5
sub-576112_ses-24mo_T1-Coronal-OrbitoFrontal,0.75,4
sub-576112_ses-24mo_T1-Coronal-PosteriorParietal-Lingual,1,4
sub-576112_ses-24mo_T1-Sagittal-CorpusCallosum,1,4
sub-576112_ses-24mo_T1-Sagittal-Insula-FrontoTemporal,1,5
sub-576112_ses-24mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,0.8,5
sub-576112_ses-24mo_T2-Axial-BasalGangila-Putamen,0.75,4
sub-576112_ses-24mo_T2-Axial-SuperiorFrontal,1,4
sub-576112_ses-24mo_T2-Coronal-Caudate-Amygdala,0.8,5
sub-576112_ses-24mo_T2-Coronal-OrbitoFrontal,1,4
sub-576112_ses-24mo_T2-Sagittal-CorpusCallosum,1,4
sub-576112_ses-24mo_T2-Sagittal-Insula-FrontoTemporal,1,4
sub-576112_ses-24mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,5
sub-576112_ses-24mo_desc-AtlasInT1w,0.75,4
sub-576112_ses-24mo_desc-T1wInAtlas,0.75,4
sub-576112_ses-24mo_task-rest_run-01_desc-T1InTask,1,4
sub-576112_ses-24mo_task-rest_run-01_desc-T2InTask,1,4
sub-576112_ses-24mo_task-rest_run-01_desc-TaskInT1,1,4
sub-576112_ses-24mo_task-rest_run-01_desc-TaskInT2,1,4
sub-576112_ses-24mo_task-rest_run-02_desc-T1InTask,1,4
sub-576112_ses-24mo_task-rest_run-02_desc-T2InTask,1,4
sub-576112_ses-24mo_task-rest_run-02_desc-TaskInT1,1,4
sub-576112_ses-24mo_task-rest_run-02_desc-TaskInT2,1,4
sub-576112_ses-24mo_task-rest_run-03_desc-T1InTask,1,4
sub-576112_ses-24mo_task-rest_run-03_desc-T2InTask,1,4
sub-576112_ses-24mo_task-rest_run-03_desc-TaskInT1,1,5
sub-576112_ses-24mo_task-rest_run-03_desc-TaskInT2,1,4
sub-576112_ses-36mo_T1-Axial-BasalGangila-Putamen,0.75,4
sub-576112_ses-36mo_T1-Axial-SuperiorFrontal,1,4
sub-576112_ses-36mo_T1-Coronal-Caudate-Amygdala,1,4
sub-576112_ses-36mo_T1-Coronal-OrbitoFrontal,0.5,4
sub-576112_ses-36mo_T1-Coronal-PosteriorParietal-Lingual,1,4
sub-576112_ses-36mo_T1-Sagittal-CorpusCallosum,0.75,4
sub-576112_ses-36mo_T1-Sagittal-Insula-FrontoTemporal,0.75,4
sub-576112_ses-36mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,0.5,4
sub-576112_ses-36mo_T2-Axial-BasalGangila-Putamen,1,4
sub-576112_ses-36mo_T2-Axial-SuperiorFrontal,0.75,4
sub-576112_ses-36mo_T2-Coronal-Caudate-Amygdala,1,4
sub-576112_ses-36mo_T2-Coronal-OrbitoFrontal,1,4
sub-576112_ses-36mo_T2-Sagittal-CorpusCallosum,1,4
sub-576112_ses-36mo_T2-Sagittal-Insula-FrontoTemporal,1,4
sub-576112_ses-36mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,0.75,4
sub-576112_ses-36mo_desc-AtlasInT1w,0.75,4
sub-576112_ses-36mo_desc-T1wInAtlas,1,4
sub-576112_ses-36mo_task-rest_run-01_desc-T1InTask,0.75,4
sub-576112_ses-36mo_task-rest_run-01_desc-T2InTask,1,4
sub-576112_ses-36mo_task-rest_run-01_desc-TaskInT1,1,4
sub-576112_ses-36mo_task-rest_run-01_desc-TaskInT2,1,4
sub-576112_ses-36mo_task-rest_run-02_desc-T1InTask,1,4
sub-576112_ses-36mo_task-rest_run-02_desc-T2InTask,0.5,4
sub-576112_ses-36mo_task-rest_run-02_desc-TaskInT1,1,4
sub-576112_ses-36mo_task-rest_run-02_desc-TaskInT2,1,5
sub-576112_ses-36mo_task-rest_run-03_desc-T1InTask,1,5
sub-576112_ses-36mo_task-rest_run-03_desc-T2InTask,0.75,4
sub-576112_ses-36mo_task-rest_run-03_desc-TaskInT1,0.75,4
sub-576112_ses-36mo_task-rest_run-03_desc-TaskInT2,1,4
sub-576112_ses-36mo_task-rest_run-04_desc-T1InTask,1,4
sub-576112_ses-36mo_task-rest_run-04_desc-T2InTask,0.5,4
sub-576112_ses-36mo_task-rest_run-04_desc-TaskInT1,1,4
sub-576112_ses-36mo_task-rest_run-04_desc-TaskInT2,1,4
sub-576112_ses-42mo_T1-Axial-BasalGangila-Putamen,0.6666666666666666,3
sub-576112_ses-42mo_T1-Axial-SuperiorFrontal,0.3333333333333333,3
sub-576112_ses-42mo_T1-Coronal-Caudate-Amygdala,1,2
sub-576112_ses-42mo_T1-Coronal-OrbitoFrontal,0.3333333333333333,3
sub-576112_ses-42mo_T1-Coronal-PosteriorParietal-Lingual,0.6666666666666666,3
sub-576112_ses-42mo_T1-Sagittal-CorpusCallosum,0.3333333333333333,3
sub-576112_ses-42mo_T1-Sagittal-Insula-FrontoTemporal,0.5,2
sub-576112_ses-42mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,0,2
sub-576112_ses-42mo_T2-Axial-BasalGangila-Putamen,0,2
sub-576112_ses-42mo_T2-Axial-SuperiorFrontal,0,3
sub-576112_ses-42mo_T2-Coronal-Caudate-Amygdala,0,2
sub-576112_ses-42mo_T2-Coronal-OrbitoFrontal,0,3
sub-576112_ses-42mo_T2-Coronal-PosteriorParietal-Lingual,0,2
sub-576112_ses-42mo_T2-Sagittal-CorpusCallosum,0,3
sub-576112_ses-42mo_T2-Sagittal-Insula-FrontoTemporal,0,2
sub-576112_ses-42mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,0,3
sub-576112_ses-42mo_desc-AtlasInT1w,0,3
sub-576112_ses-42mo_desc-T1wInAtlas,0.6666666666666666,3
sub-576112_ses-42mo_task-rest_run-01_desc-T1InTask,0,3
sub-576112_ses-42mo_task-rest_run-01_desc-T2InTask,0.5,2
sub-576112_ses-42mo_task-rest_run-01_desc-TaskInT1,0,2
sub-576112_ses-42mo_task-rest_run-01_desc-TaskInT2,0,2
sub-576112_ses-42mo_task-rest_run-02_desc-T1InTask,0.6666666666666666,3
sub-576112_ses-42mo_task-rest_run-02_desc-T2InTask,0,2
sub-576112_ses-42mo_task-rest_run-02_desc-TaskInT1,0.6666666666666666,3
sub-576112_ses-42mo_task-rest_run-02_desc-TaskInT2,0.3333333333333333,3
sub-583494_ses-20mo_T1-Axial-BasalGangila-Putamen,1,1
sub-583494_ses-20mo_T1-Axial-SuperiorFrontal,0,1
sub-583494_ses-20mo_T1-Coronal-Caudate-Amygdala,0,1
sub-583494_ses-20mo_T1-Coronal-OrbitoFrontal,1,1
sub-583494_ses-20mo_T1-Sagittal-CorpusCallosum,1,1
sub-583494_ses-20mo_T1-Sagittal-Insula-FrontoTemporal,0,1
sub-583494_ses-20mo_T2-Axial-SuperiorFrontal,1,1
sub-583494_ses-20mo_T2-Coronal-OrbitoFrontal,1,1
sub-583494_ses-20mo_T2-Sagittal-CorpusCallosum,1,1
sub-583494_ses-20mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-583494_ses-20mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-583494_ses-20mo_desc-AtlasInT1w,1,1
sub-583494_ses-20mo_desc-T1wInAtlas,1,1
sub-583494_ses-20mo_task-rest_run-01_desc-T1InTask,1,1
sub-583494_ses-20mo_task-rest_run-01_desc-T2InTask,1,1
sub-583494_ses-20mo_task-rest_run-01_desc-TaskInT1,1,1
sub-583494_ses-20mo_task-rest_run-01_desc-TaskInT2,1,1
sub-583494_ses-20mo_task-rest_run-02_desc-T1InTask,1,1
sub-583494_ses-20mo_task-rest_run-02_desc-T2InTask,1,1
sub-583494_ses-26mo_T1-Coronal-Caudate-Amygdala,1,1
sub-583494_ses-26mo_T1-Coronal-OrbitoFrontal,1,1
sub-583494_ses-26mo_T1-Coronal-PosteriorParietal-Lingual,1,1
sub-583494_ses-26mo_T1-Sagittal-CorpusCallosum,1,1
sub-583494_ses-26mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,0,1
sub-583494_ses-26mo_T2-Axial-SuperiorFrontal,0,1
sub-583494_ses-26mo_T2-Coronal-Caudate-Amygdala,1,1
sub-583494_ses-26mo_T2-Coronal-OrbitoFrontal,1,1
sub-583494_ses-26mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-583494_ses-26mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-583494_ses-26mo_desc-AtlasInT1w,1,1
sub-583494_ses-26mo_task-rest_run-01_desc-T1InTask,1,1
sub-583494_ses-26mo_task-rest_run-01_desc-T2InTask,1,1
sub-583494_ses-26mo_task-rest_run-01_desc-TaskInT2,1,1
sub-583494_ses-26mo_task-rest_run-02_desc-T2InTask,1,1
sub-583494_ses-26mo_task-rest_run-02_desc-TaskInT1,1,1
sub-583494_ses-26mo_task-rest_run-02_desc-TaskInT2,1,1
sub-583494_ses-26mo_task-rest_run-03_desc-T1InTask,1,1
sub-583494_ses-26mo_task-rest_run-03_desc-T2InTask,1,1
sub-583494_ses-26mo_task-rest_run-03_desc-TaskInT1,1,1
sub-583494_ses-26mo_task-rest_run-04_desc-T1InTask,1,1
sub-583494_ses-26mo_task-rest_run-04_desc-T2InTask,1,1
sub-583494_ses-26mo_task-rest_run-04_desc-TaskInT2,1,1
sub-583494_ses-44mo_T1-Axial-BasalGangila-Putamen,1,1
sub-583494_ses-44mo_T1-Coronal-Caudate-Amygdala,0,1
sub-583494_ses-44mo_T1-Sagittal-Insula-FrontoTemporal,0,1
sub-583494_ses-44mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-583494_ses-44mo_T2-Coronal-Caudate-Amygdala,0,1
sub-583494_ses-44mo_T2-Coronal-OrbitoFrontal,1,1
sub-583494_ses-44mo_T2-Sagittal-CorpusCallosum,1,1
sub-583494_ses-44mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-583494_ses-44mo_desc-T1wInAtlas,1,1
sub-583494_ses-44mo_task-rest_run-01_desc-T2InTask,1,1
sub-583494_ses-44mo_task-rest_run-01_desc-TaskInT2,1,1
sub-583494_ses-44mo_task-rest_run-02_desc-T2InTask,1,1
sub-583494_ses-44mo_task-rest_run-02_desc-TaskInT1,1,1
sub-583494_ses-44mo_task-rest_run-02_desc-TaskInT2,1,1
sub-590275_ses-15mo_T1-Sagittal-CorpusCallosum,1,1
sub-590275_ses-15mo_T1-Sagittal-Insula-FrontoTemporal,0,1
sub-590275_ses-15mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-590275_ses-15mo_T2-Axial-BasalGangila-Putamen,1,1
sub-590275_ses-15mo_T2-Axial-SuperiorFrontal,0,1
sub-590275_ses-15mo_T2-Coronal-OrbitoFrontal,0,1
sub-590275_ses-15mo_T2-Sagittal-CorpusCallosum,1,1
sub-590275_ses-15mo_T2-Sagittal-Insula-FrontoTemporal,0,1
sub-590275_ses-15mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-590275_ses-15mo_desc-AtlasInT1w,1,1
sub-590275_ses-15mo_desc-T1wInAtlas,1,1
sub-590275_ses-15mo_task-rest_run-01_desc-T1InTask,1,1
sub-590275_ses-15mo_task-rest_run-01_desc-TaskInT1,1,1
sub-590275_ses-15mo_task-rest_run-01_desc-TaskInT2,1,1
sub-590275_ses-15mo_task-rest_run-02_desc-T1InTask,1,1
sub-590275_ses-15mo_task-rest_run-02_desc-T2InTask,1,1
sub-590275_ses-15mo_task-rest_run-02_desc-TaskInT1,1,1
sub-590275_ses-15mo_task-rest_run-02_desc-TaskInT2,1,1
sub-590275_ses-15mo_task-rest_run-03_desc-T1InTask,1,1
sub-590275_ses-15mo_task-rest_run-03_desc-T2InTask,1,1
sub-590275_ses-15mo_task-rest_run-03_desc-TaskInT2,1,1
sub-590275_ses-15mo_task-rest_run-04_desc-T2InTask,1,1
sub-590275_ses-15mo_task-rest_run-04_desc-TaskInT1,1,1
sub-597306_ses-12mo_T1-Axial-BasalGangila-Putamen,1,1
sub-597306_ses-12mo_T1-Axial-SuperiorFrontal,1,1
sub-597306_ses-12mo_T1-Coronal-OrbitoFrontal,1,1
sub-597306_ses-12mo_T1-Coronal-PosteriorParietal-Lingual,1,1
sub-597306_ses-12mo_T1-Sagittal-CorpusCallosum,1,1
sub-597306_ses-12mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-597306_ses-12mo_T2-Axial-BasalGangila-Putamen,1,1
sub-597306_ses-12mo_T2-Coronal-Caudate-Amygdala,1,1
sub-597306_ses-12mo_T2-Coronal-OrbitoFrontal,1,1
sub-597306_ses-12mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-597306_ses-12mo_desc-AtlasInT1w,1,1
sub-597306_ses-12mo_task-rest_run-01_desc-T1InTask,0,1
sub-597306_ses-12mo_task-rest_run-01_desc-T2InTask,1,1
sub-597306_ses-12mo_task-rest_run-02_desc-T1InTask,1,1
sub-597306_ses-12mo_task-rest_run-02_desc-T2InTask,1,1
sub-597306_ses-12mo_task-rest_run-02_desc-TaskInT1,1,1
sub-597306_ses-12mo_task-rest_run-02_desc-TaskInT2,1,1
sub-597306_ses-24mo_T1-Axial-BasalGangila-Putamen,1,1
sub-597306_ses-24mo_T1-Coronal-Caudate-Amygdala,0,1
sub-597306_ses-24mo_T1-Coronal-OrbitoFrontal,1,1
sub-597306_ses-24mo_T1-Coronal-PosteriorParietal-Lingual,0,1
sub-597306_ses-24mo_T1-Sagittal-CorpusCallosum,0,1
sub-597306_ses-24mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,0,1
sub-597306_ses-24mo_T2-Axial-SuperiorFrontal,1,1
sub-597306_ses-24mo_T2-Sagittal-CorpusCallosum,1,1
sub-597306_ses-24mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-597306_ses-24mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,0,1
sub-597306_ses-24mo_task-rest_run-01_desc-T2InTask,1,1
sub-597306_ses-24mo_task-rest_run-01_desc-TaskInT1,1,1
sub-597306_ses-24mo_task-rest_run-02_desc-T1InTask,1,1
sub-597306_ses-24mo_task-rest_run-02_desc-TaskInT1,1,1
sub-597306_ses-24mo_task-rest_run-02_desc-TaskInT2,1,1
sub-597306_ses-24mo_task-rest_run-03_desc-T1InTask,1,1
sub-597306_ses-24mo_task-rest_run-03_desc-T2InTask,1,1
sub-597306_ses-24mo_task-rest_run-03_desc-TaskInT1,1,1
sub-597306_ses-24mo_task-rest_run-03_desc-TaskInT2,1,1
sub-597306_ses-24mo_task-rest_run-04_desc-T1InTask,1,1
sub-597306_ses-24mo_task-rest_run-04_desc-TaskInT1,1,1
sub-597306_ses-24mo_task-rest_run-04_desc-TaskInT2,1,1
sub-597306_ses-24mo_task-rest_run-05_desc-TaskInT1,1,1
sub-601017_ses-19mo_T1-Axial-BasalGangila-Putamen,1,1
sub-601017_ses-19mo_T1-Coronal-Caudate-Amygdala,1,1
sub-601017_ses-19mo_T1-Coronal-OrbitoFrontal,1,1
sub-601017_ses-19mo_T1-Coronal-PosteriorParietal-Lingual,1,1
sub-601017_ses-19mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-601017_ses-19mo_T2-Axial-BasalGangila-Putamen,1,5
sub-601017_ses-19mo_T2-Axial-SuperiorFrontal,1,1
sub-601017_ses-19mo_T2-Coronal-Caudate-Amygdala,0,1
sub-601017_ses-19mo_T2-Sagittal-CorpusCallosum,1,1
sub-601017_ses-19mo_desc-AtlasInT1w,1,1
sub-601017_ses-19mo_task-rest_run-01_desc-TaskInT1,1,1
sub-601017_ses-19mo_task-rest_run-01_desc-TaskInT2,1,1
sub-601017_ses-19mo_task-rest_run-02_desc-T1InTask,1,1
sub-601017_ses-19mo_task-rest_run-02_desc-TaskInT1,1,1
sub-601017_ses-19mo_task-rest_run-02_desc-TaskInT2,1,1
sub-601017_ses-25mo_T1-Axial-BasalGangila-Putamen,1,1
sub-601017_ses-25mo_T1-Coronal-Caudate-Amygdala,1,1
sub-601017_ses-25mo_T1-Coronal-OrbitoFrontal,1,1
sub-601017_ses-25mo_T1-Sagittal-CorpusCallosum,1,1
sub-601017_ses-25mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-601017_ses-25mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-601017_ses-25mo_T2-Axial-BasalGangila-Putamen,1,1
sub-601017_ses-25mo_T2-Axial-SuperiorFrontal,1,1
sub-601017_ses-25mo_T2-Coronal-Caudate-Amygdala,0,1
sub-601017_ses-25mo_T2-Sagittal-Insula-FrontoTemporal,0,1
sub-601017_ses-25mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-601017_ses-25mo_desc-T1wInAtlas,1,1
sub-601017_ses-25mo_task-rest_run-01_desc-T1InTask,1,1
sub-601017_ses-25mo_task-rest_run-01_desc-TaskInT1,1,1
sub-601017_ses-25mo_task-rest_run-01_desc-TaskInT2,1,1
sub-601017_ses-25mo_task-rest_run-02_desc-T1InTask,1,1
sub-601017_ses-25mo_task-rest_run-02_desc-T2InTask,1,1
sub-601017_ses-25mo_task-rest_run-03_desc-T1InTask,1,1
sub-601017_ses-25mo_task-rest_run-03_desc-T2InTask,1,1
sub-601017_ses-25mo_task-rest_run-03_desc-TaskInT1,1,1
sub-601017_ses-25mo_task-rest_run-03_desc-TaskInT2,1,1
sub-601017_ses-25mo_task-rest_run-04_desc-T1InTask,1,1
sub-601017_ses-25mo_task-rest_run-04_desc-TaskInT2,1,1
sub-601017_ses-37mo_T1-Axial-SuperiorFrontal,1,1
sub-601017_ses-37mo_T1-Coronal-Caudate-Amygdala,1,1
sub-601017_ses-37mo_T1-Coronal-OrbitoFrontal,0,1
sub-601017_ses-37mo_T1-Coronal-PosteriorParietal-Lingual,1,1
sub-601017_ses-37mo_T1-Sagittal-CorpusCallosum,0,1
sub-601017_ses-37mo_T1-Sagittal-Insula-FrontoTemporal,1,1
sub-601017_ses-37mo_T2-Axial-BasalGangila-Putamen,1,1
sub-601017_ses-37mo_T2-Coronal-Caudate-Amygdala,1,1
sub-601017_ses-37mo_T2-Coronal-OrbitoFrontal,1,1
sub-601017_ses-37mo_T2-Sagittal-CorpusCallosum,1,1
sub-601017_ses-37mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-601017_ses-37mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-601017_ses-37mo_desc-AtlasInT1w,1,1
sub-601017_ses-37mo_desc-T1wInAtlas,1,1
sub-601017_ses-37mo_task-rest_run-01_desc-T1InTask,1,1
sub-601017_ses-37mo_task-rest_run-01_desc-T2InTask,1,1
sub-601017_ses-37mo_task-rest_run-02_desc-T1InTask,1,1
sub-601017_ses-37mo_task-rest_run-02_desc-TaskInT1,1,1
sub-601017_ses-37mo_task-rest_run-03_desc-T2InTask,1,1
sub-601017_ses-37mo_task-rest_run-03_desc-TaskInT1,1,1
sub-601017_ses-37mo_task-rest_run-04_desc-T1InTask,1,1
sub-607764_ses-33mo_T1-Axial-BasalGangila-Putamen,0.75,4
sub-607764_ses-33mo_T1-Axial-SuperiorFrontal,0.25,4
sub-607764_ses-33mo_T1-Coronal-Caudate-Amygdala,0.75,4
sub-607764_ses-33mo_T1-Coronal-OrbitoFrontal,0.75,4
sub-607764_ses-33mo_T1-Coronal-PosteriorParietal-Lingual,0.8,5
sub-607764_ses-33mo_T1-Sagittal-CorpusCallosum,1,4
sub-607764_ses-33mo_T1-Sagittal-Insula-FrontoTemporal,0.75,4
sub-607764_ses-33mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,5
sub-607764_ses-33mo_T2-Axial-BasalGangila-Putamen,1,5
sub-607764_ses-33mo_T2-Axial-SuperiorFrontal,1,5
sub-607764_ses-33mo_T2-Coronal-Caudate-Amygdala,1,5
sub-607764_ses-33mo_T2-Coronal-OrbitoFrontal,1,4
sub-607764_ses-33mo_T2-Sagittal-CorpusCallosum,1,4
sub-607764_ses-33mo_T2-Sagittal-Insula-FrontoTemporal,1,5
sub-607764_ses-33mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,1,5
sub-607764_ses-33mo_desc-AtlasInT1w,0.75,4
sub-607764_ses-33mo_desc-T1wInAtlas,0.75,4
sub-607764_ses-33mo_task-rest_run-01_desc-T1InTask,1,4
sub-607764_ses-33mo_task-rest_run-01_desc-T2InTask,1,4
sub-607764_ses-33mo_task-rest_run-01_desc-TaskInT1,1,4
sub-607764_ses-33mo_task-rest_run-01_desc-TaskInT2,1,4
sub-607764_ses-33mo_task-rest_run-02_desc-T1InTask,1,4
sub-607764_ses-33mo_task-rest_run-02_desc-T2InTask,1,4
sub-607764_ses-33mo_task-rest_run-02_desc-TaskInT1,1,4
sub-607764_ses-33mo_task-rest_run-02_desc-TaskInT2,1,4
sub-607764_ses-33mo_task-rest_run-03_desc-T1InTask,0.75,4
sub-607764_ses-33mo_task-rest_run-03_desc-T2InTask,1,4
sub-607764_ses-33mo_task-rest_run-03_desc-TaskInT1,0.75,4
sub-607764_ses-33mo_task-rest_run-03_desc-TaskInT2,1,4
sub-607764_ses-33mo_task-rest_run-04_desc-T1InTask,1,4
sub-607764_ses-33mo_task-rest_run-04_desc-T2InTask,1,4
sub-607764_ses-33mo_task-rest_run-04_desc-TaskInT1,1,5
sub-607764_ses-33mo_task-rest_run-04_desc-TaskInT2,1,4
sub-611881_ses-11mo_T1-Axial-BasalGangila-Putamen,1,1
sub-611881_ses-11mo_T1-Coronal-Caudate-Amygdala,1,1
sub-611881_ses-11mo_T1-Sagittal-CorpusCallosum,0,1
sub-611881_ses-11mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,1,1
sub-611881_ses-11mo_T2-Axial-BasalGangila-Putamen,1,1
sub-611881_ses-11mo_T2-Axial-SuperiorFrontal,1,1
sub-611881_ses-11mo_T2-Coronal-Caudate-Amygdala,1,1
sub-611881_ses-11mo_T2-Sagittal-CorpusCallosum,1,1
sub-611881_ses-11mo_T2-Sagittal-Insula-FrontoTemporal,1,1
sub-611881_ses-11mo_T2-Sagittal-Insula-Temporal-HippocampalSulcus,0,1
sub-611881_ses-11mo_desc-AtlasInT1w,1,1
sub-611881_ses-11mo_desc-T1wInAtlas,1,1
sub-611881_ses-11mo_task-rest_run-01_desc-TaskInT1,1,1
sub-611881_ses-11mo_task-rest_run-02_desc-T1InTask,1,1
sub-611881_ses-11mo_task-rest_run-02_desc-T2InTask,1,1
sub-611881_ses-11mo_task-rest_run-02_desc-TaskInT1,1,1
sub-611881_ses-11mo_task-rest_run-03_desc-T1InTask,1,1
sub-611881_ses-11mo_task-rest_run-03_desc-T2InTask,1,1
sub-611881_ses-11mo_task-rest_run-03_desc-TaskInT2,1,1
sub-611881_ses-14mo_T1-Axial-BasalGangila-Putamen,1,1
sub-611881_ses-14mo_T1-Axial-SuperiorFrontal,1,1
sub-611881_ses-14mo_T1-Coronal-Caudate-Amygdala,0,1
sub-611881_ses-14mo_T1-Coronal-OrbitoFrontal,1,1
sub-611881_ses-14mo_T1-Coronal-PosteriorParietal-Lingual,0,1
sub-611881_ses-14mo_T1-Sagittal-CorpusCallosum,1,1
sub-611881_ses-14mo_T1-Sagittal-Insula-Temporal-HippocampalSulcus,0,1
sub-611881_ses-14mo_T2-Axial-SuperiorFrontal,1,1
sub-611881_ses-14mo_T2-Coronal-OrbitoFrontal,1,1
sub-611881_ses-14mo_T2-Sagittal-CorpusCallosum,0,1
sub-611881_ses-14mo_desc-AtlasInT1w,1,1
sub-611881_ses-14mo_task-rest_run-01_desc-T1InTask,1,1
sub-611881_ses-14mo_task-rest_run-01_desc-TaskInT1,1,1
